len(dataset_train),250,
len(dataset_test),250,
Nstep,50,
frequency components,77,
Nclass,10,
sample_rate,12500,
decimation_factor,200,
ear_q,3,
step_factor,0.091,
tau_factor,3,
train,2,02,m5,set6,02m5set6,
train,2,02,m2,set0,02m2set0,
train,7,07,m2,set6,07m2set6,
train,9,09,m5,set7,09m5set7,
train,0,00,m5,set1,00m5set1,
train,8,08,f1,set2,08f1set2,
train,4,04,m2,set4,04m2set4,
train,9,09,m2,set4,09m2set4,
train,6,06,m5,set6,06m5set6,
train,6,06,m3,set8,06m3set8,
train,3,03,m3,set0,03m3set0,
train,0,00,m3,set9,00m3set9,
train,0,00,f1,set4,00f1set4,
train,4,04,f2,set3,04f2set3,
train,3,03,f2,set7,03f2set7,
train,0,00,m2,set3,00m2set3,
train,5,05,f1,set2,05f1set2,
train,0,00,m2,set9,00m2set9,
train,7,07,m2,set0,07m2set0,
train,3,03,f1,set6,03f1set6,
train,1,01,f1,set0,01f1set0,
train,3,03,f1,set0,03f1set0,
train,9,09,f2,set9,09f2set9,
train,8,08,f1,set7,08f1set7,
train,4,04,m3,set8,04m3set8,
train,8,08,f1,set8,08f1set8,
train,4,04,f2,set9,04f2set9,
train,2,02,m3,set9,02m3set9,
train,0,00,m3,set5,00m3set5,
train,0,00,m5,set9,00m5set9,
train,7,07,f2,set4,07f2set4,
train,9,09,m3,set1,09m3set1,
train,9,09,f2,set0,09f2set0,
train,8,08,f2,set9,08f2set9,
train,1,01,f1,set8,01f1set8,
train,0,00,m3,set3,00m3set3,
train,2,02,m5,set5,02m5set5,
train,4,04,m5,set3,04m5set3,
train,7,07,f1,set7,07f1set7,
train,8,08,m5,set4,08m5set4,
train,6,06,m3,set4,06m3set4,
train,4,04,f1,set1,04f1set1,
train,7,07,m2,set1,07m2set1,
train,7,07,f2,set7,07f2set7,
train,6,06,m2,set7,06m2set7,
train,2,02,f2,set6,02f2set6,
train,8,08,f2,set1,08f2set1,
train,6,06,m3,set3,06m3set3,
train,7,07,m3,set8,07m3set8,
train,7,07,f2,set0,07f2set0,
train,3,03,f2,set5,03f2set5,
train,8,08,m5,set0,08m5set0,
train,4,04,f1,set8,04f1set8,
train,8,08,m5,set5,08m5set5,
train,0,00,f1,set1,00f1set1,
train,3,03,m5,set2,03m5set2,
train,3,03,m2,set4,03m2set4,
train,4,04,f2,set1,04f2set1,
train,3,03,m5,set7,03m5set7,
train,8,08,m5,set3,08m5set3,
train,0,00,f2,set8,00f2set8,
train,4,04,m3,set4,04m3set4,
train,6,06,f1,set3,06f1set3,
train,9,09,m2,set1,09m2set1,
train,0,00,f2,set9,00f2set9,
train,0,00,m5,set4,00m5set4,
train,3,03,m5,set0,03m5set0,
train,2,02,f1,set4,02f1set4,
train,5,05,f1,set6,05f1set6,
train,7,07,m5,set3,07m5set3,
train,9,09,f2,set3,09f2set3,
train,2,02,f1,set7,02f1set7,
train,4,04,f2,set8,04f2set8,
train,8,08,m2,set0,08m2set0,
train,4,04,m5,set0,04m5set0,
train,8,08,m5,set2,08m5set2,
train,7,07,m5,set8,07m5set8,
train,4,04,m2,set3,04m2set3,
train,9,09,m2,set5,09m2set5,
train,5,05,m3,set6,05m3set6,
train,3,03,m3,set2,03m3set2,
train,2,02,f2,set3,02f2set3,
train,4,04,m3,set0,04m3set0,
train,0,00,f2,set0,00f2set0,
train,6,06,m5,set8,06m5set8,
train,1,01,f2,set9,01f2set9,
train,7,07,m2,set3,07m2set3,
train,8,08,f1,set1,08f1set1,
train,1,01,f2,set5,01f2set5,
train,4,04,m5,set9,04m5set9,
train,2,02,f1,set0,02f1set0,
train,4,04,f1,set5,04f1set5,
train,4,04,m3,set3,04m3set3,
train,1,01,f2,set0,01f2set0,
train,6,06,m3,set7,06m3set7,
train,6,06,f2,set8,06f2set8,
train,8,08,f2,set7,08f2set7,
train,1,01,m2,set2,01m2set2,
train,5,05,m3,set8,05m3set8,
train,9,09,m5,set5,09m5set5,
train,7,07,f2,set8,07f2set8,
train,9,09,m3,set4,09m3set4,
train,7,07,f1,set5,07f1set5,
train,1,01,f2,set2,01f2set2,
train,3,03,f1,set5,03f1set5,
train,5,05,m5,set7,05m5set7,
train,2,02,m2,set5,02m2set5,
train,3,03,m5,set1,03m5set1,
train,3,03,m5,set9,03m5set9,
train,6,06,m3,set1,06m3set1,
train,5,05,m2,set9,05m2set9,
train,1,01,f2,set7,01f2set7,
train,0,00,f1,set9,00f1set9,
train,3,03,m2,set8,03m2set8,
train,2,02,m3,set8,02m3set8,
train,1,01,m3,set1,01m3set1,
train,2,02,m3,set0,02m3set0,
train,7,07,m3,set2,07m3set2,
train,7,07,f1,set9,07f1set9,
train,8,08,f1,set6,08f1set6,
train,5,05,f2,set0,05f2set0,
train,5,05,f1,set1,05f1set1,
train,2,02,f1,set6,02f1set6,
train,8,08,m3,set2,08m3set2,
train,6,06,m3,set9,06m3set9,
train,7,07,m5,set1,07m5set1,
train,8,08,f1,set0,08f1set0,
train,6,06,f2,set7,06f2set7,
train,6,06,m5,set4,06m5set4,
train,7,07,m3,set4,07m3set4,
train,9,09,m3,set2,09m3set2,
train,9,09,f1,set1,09f1set1,
train,1,01,m3,set4,01m3set4,
train,8,08,f2,set5,08f2set5,
train,3,03,m3,set3,03m3set3,
train,7,07,m2,set4,07m2set4,
train,5,05,m3,set0,05m3set0,
train,2,02,m5,set4,02m5set4,
train,6,06,m5,set7,06m5set7,
train,9,09,m3,set9,09m3set9,
train,7,07,m3,set9,07m3set9,
train,3,03,f1,set8,03f1set8,
train,6,06,m2,set4,06m2set4,
train,5,05,m2,set6,05m2set6,
train,6,06,m5,set0,06m5set0,
train,5,05,f2,set5,05f2set5,
train,2,02,f1,set2,02f1set2,
train,3,03,f2,set3,03f2set3,
train,2,02,m5,set3,02m5set3,
train,6,06,f1,set2,06f1set2,
train,5,05,m5,set3,05m5set3,
train,6,06,m3,set5,06m3set5,
train,2,02,m5,set1,02m5set1,
train,2,02,f2,set1,02f2set1,
train,6,06,m5,set3,06m5set3,
train,9,09,m2,set6,09m2set6,
train,9,09,m3,set5,09m3set5,
train,0,00,f2,set1,00f2set1,
train,6,06,m2,set9,06m2set9,
train,8,08,f1,set3,08f1set3,
train,4,04,m5,set4,04m5set4,
train,4,04,m2,set8,04m2set8,
train,8,08,m5,set8,08m5set8,
train,1,01,m2,set1,01m2set1,
train,2,02,f2,set7,02f2set7,
train,1,01,f1,set2,01f1set2,
train,8,08,m3,set9,08m3set9,
train,9,09,m2,set2,09m2set2,
train,6,06,f1,set1,06f1set1,
train,9,09,f2,set1,09f2set1,
train,3,03,f2,set1,03f2set1,
train,2,02,m5,set9,02m5set9,
train,3,03,m2,set0,03m2set0,
train,7,07,m5,set9,07m5set9,
train,0,00,m3,set0,00m3set0,
train,2,02,m2,set9,02m2set9,
train,2,02,m5,set7,02m5set7,
train,5,05,f1,set4,05f1set4,
train,5,05,m2,set0,05m2set0,
train,6,06,m3,set0,06m3set0,
train,4,04,m5,set6,04m5set6,
train,9,09,m3,set8,09m3set8,
train,8,08,m2,set8,08m2set8,
train,7,07,m3,set3,07m3set3,
train,9,09,m2,set0,09m2set0,
train,6,06,f2,set1,06f2set1,
train,5,05,m3,set9,05m3set9,
train,8,08,m2,set4,08m2set4,
train,2,02,m3,set5,02m3set5,
train,4,04,m3,set7,04m3set7,
train,0,00,m5,set6,00m5set6,
train,9,09,m5,set9,09m5set9,
train,6,06,m2,set8,06m2set8,
train,1,01,m5,set0,01m5set0,
train,8,08,m3,set8,08m3set8,
train,0,00,m2,set8,00m2set8,
train,0,00,m5,set2,00m5set2,
train,5,05,f1,set8,05f1set8,
train,1,01,m2,set6,01m2set6,
train,7,07,f2,set3,07f2set3,
train,9,09,m3,set6,09m3set6,
train,6,06,m5,set5,06m5set5,
train,4,04,m2,set5,04m2set5,
train,9,09,m5,set4,09m5set4,
train,4,04,m5,set7,04m5set7,
train,4,04,m2,set9,04m2set9,
train,8,08,m2,set1,08m2set1,
train,7,07,f1,set8,07f1set8,
train,5,05,f2,set8,05f2set8,
train,9,09,m5,set8,09m5set8,
train,4,04,m2,set1,04m2set1,
train,1,01,m3,set0,01m3set0,
train,1,01,m3,set8,01m3set8,
train,6,06,f1,set0,06f1set0,
train,9,09,f1,set9,09f1set9,
train,9,09,m3,set0,09m3set0,
train,0,00,f1,set7,00f1set7,
train,7,07,m3,set1,07m3set1,
train,8,08,m2,set2,08m2set2,
train,9,09,f2,set8,09f2set8,
train,0,00,f2,set5,00f2set5,
train,8,08,m5,set6,08m5set6,
train,7,07,m3,set5,07m3set5,
train,6,06,m2,set5,06m2set5,
train,8,08,m2,set5,08m2set5,
train,7,07,m5,set6,07m5set6,
train,2,02,m3,set4,02m3set4,
train,5,05,m5,set2,05m5set2,
train,1,01,m5,set6,01m5set6,
train,8,08,m2,set9,08m2set9,
train,3,03,m3,set8,03m3set8,
train,7,07,f1,set1,07f1set1,
train,5,05,m3,set5,05m3set5,
train,4,04,f1,set9,04f1set9,
train,5,05,f1,set3,05f1set3,
train,4,04,m2,set6,04m2set6,
train,9,09,m2,set8,09m2set8,
train,0,00,m2,set5,00m2set5,
train,0,00,m3,set7,00m3set7,
train,5,05,m3,set3,05m3set3,
train,9,09,f1,set8,09f1set8,
train,3,03,m2,set3,03m2set3,
train,4,04,m3,set1,04m3set1,
train,9,09,f2,set6,09f2set6,
train,4,04,m3,set6,04m3set6,
train,5,05,f1,set0,05f1set0,
train,5,05,m5,set1,05m5set1,
train,3,03,f1,set7,03f1set7,
train,0,00,f2,set4,00f2set4,
train,6,06,f1,set8,06f1set8,
test,9,09,f1,set4,09f1set4,
test,0,00,m2,set4,00m2set4,
test,8,08,m3,set6,08m3set6,
test,4,04,f2,set6,04f2set6,
test,0,00,m5,set5,00m5set5,
test,3,03,f1,set9,03f1set9,
test,5,05,m3,set2,05m3set2,
test,9,09,f1,set3,09f1set3,
test,4,04,f2,set5,04f2set5,
test,2,02,f1,set1,02f1set1,
test,3,03,f2,set2,03f2set2,
test,5,05,m5,set6,05m5set6,
test,2,02,f1,set5,02f1set5,
test,5,05,m2,set2,05m2set2,
test,7,07,m5,set2,07m5set2,
test,6,06,m5,set9,06m5set9,
test,6,06,m5,set2,06m5set2,
test,1,01,m2,set8,01m2set8,
test,6,06,m3,set6,06m3set6,
test,8,08,m3,set7,08m3set7,
test,8,08,f2,set6,08f2set6,
test,0,00,m2,set0,00m2set0,
test,1,01,f1,set5,01f1set5,
test,8,08,f1,set5,08f1set5,
test,3,03,f2,set9,03f2set9,
test,1,01,m2,set4,01m2set4,
test,1,01,m5,set8,01m5set8,
test,8,08,f1,set9,08f1set9,
test,5,05,f1,set5,05f1set5,
test,4,04,m2,set2,04m2set2,
test,7,07,m5,set0,07m5set0,
test,0,00,f2,set2,00f2set2,
test,6,06,f1,set6,06f1set6,
test,4,04,f1,set2,04f1set2,
test,4,04,m5,set1,04m5set1,
test,1,01,m5,set2,01m5set2,
test,2,02,m3,set7,02m3set7,
test,8,08,f2,set2,08f2set2,
test,4,04,m5,set2,04m5set2,
test,5,05,m5,set5,05m5set5,
test,3,03,f2,set6,03f2set6,
test,4,04,m5,set5,04m5set5,
test,2,02,m2,set3,02m2set3,
test,8,08,m2,set6,08m2set6,
test,1,01,f1,set3,01f1set3,
test,1,01,f2,set8,01f2set8,
test,9,09,f2,set2,09f2set2,
test,3,03,m5,set3,03m5set3,
test,6,06,f1,set7,06f1set7,
test,3,03,m2,set5,03m2set5,
test,7,07,m5,set7,07m5set7,
test,2,02,f1,set3,02f1set3,
test,4,04,f1,set3,04f1set3,
test,2,02,f1,set9,02f1set9,
test,1,01,m2,set9,01m2set9,
test,6,06,f1,set5,06f1set5,
test,3,03,m3,set5,03m3set5,
test,1,01,f2,set6,01f2set6,
test,1,01,m5,set7,01m5set7,
test,5,05,f2,set2,05f2set2,
test,5,05,m2,set5,05m2set5,
test,6,06,m5,set1,06m5set1,
test,6,06,f1,set9,06f1set9,
test,3,03,f1,set1,03f1set1,
test,3,03,f1,set3,03f1set3,
test,9,09,f2,set5,09f2set5,
test,4,04,f2,set2,04f2set2,
test,2,02,f2,set4,02f2set4,
test,4,04,f1,set4,04f1set4,
test,0,00,m3,set1,00m3set1,
test,1,01,m2,set7,01m2set7,
test,2,02,m3,set2,02m3set2,
test,0,00,m3,set6,00m3set6,
test,5,05,m3,set7,05m3set7,
test,2,02,m2,set2,02m2set2,
test,0,00,f1,set0,00f1set0,
test,3,03,m2,set1,03m2set1,
test,8,08,m3,set3,08m3set3,
test,0,00,f2,set7,00f2set7,
test,0,00,m2,set7,00m2set7,
test,5,05,m5,set8,05m5set8,
test,5,05,m3,set1,05m3set1,
test,8,08,f2,set0,08f2set0,
test,7,07,m3,set0,07m3set0,
test,3,03,f2,set4,03f2set4,
test,0,00,m5,set0,00m5set0,
test,4,04,f2,set0,04f2set0,
test,6,06,f2,set3,06f2set3,
test,3,03,m5,set4,03m5set4,
test,0,00,m5,set3,00m5set3,
test,3,03,f2,set0,03f2set0,
test,2,02,f2,set2,02f2set2,
test,7,07,m2,set9,07m2set9,
test,2,02,m3,set3,02m3set3,
test,8,08,m3,set4,08m3set4,
test,7,07,m3,set6,07m3set6,
test,9,09,f1,set5,09f1set5,
test,1,01,f1,set9,01f1set9,
test,6,06,f2,set5,06f2set5,
test,1,01,f2,set4,01f2set4,
test,3,03,f1,set4,03f1set4,
test,4,04,f1,set6,04f1set6,
test,0,00,f2,set3,00f2set3,
test,2,02,m2,set7,02m2set7,
test,6,06,f2,set9,06f2set9,
test,5,05,m5,set4,05m5set4,
test,3,03,m5,set6,03m5set6,
test,1,01,m5,set9,01m5set9,
test,9,09,f2,set4,09f2set4,
test,3,03,f1,set2,03f1set2,
test,9,09,m5,set6,09m5set6,
test,3,03,m2,set9,03m2set9,
test,1,01,m2,set0,01m2set0,
test,6,06,f1,set4,06f1set4,
test,9,09,m5,set2,09m5set2,
test,9,09,f1,set7,09f1set7,
test,4,04,m5,set8,04m5set8,
test,5,05,m2,set4,05m2set4,
test,2,02,m5,set8,02m5set8,
test,5,05,f1,set7,05f1set7,
test,0,00,f1,set2,00f1set2,
test,1,01,m2,set5,01m2set5,
test,6,06,m3,set2,06m3set2,
test,6,06,m2,set6,06m2set6,
test,2,02,m2,set1,02m2set1,
test,1,01,f1,set4,01f1set4,
test,0,00,m2,set2,00m2set2,
test,0,00,f1,set3,00f1set3,
test,1,01,f1,set1,01f1set1,
test,2,02,m5,set2,02m5set2,
test,1,01,f2,set3,01f2set3,
test,2,02,f1,set8,02f1set8,
test,4,04,m2,set7,04m2set7,
test,6,06,f2,set0,06f2set0,
test,5,05,f2,set6,05f2set6,
test,5,05,f2,set7,05f2set7,
test,3,03,m2,set7,03m2set7,
test,9,09,m2,set7,09m2set7,
test,5,05,m2,set8,05m2set8,
test,4,04,f2,set4,04f2set4,
test,8,08,m3,set5,08m3set5,
test,1,01,m3,set5,01m3set5,
test,6,06,m2,set2,06m2set2,
test,5,05,m2,set1,05m2set1,
test,5,05,m3,set4,05m3set4,
test,5,05,m5,set0,05m5set0,
test,9,09,m5,set1,09m5set1,
test,1,01,f2,set1,01f2set1,
test,4,04,m3,set5,04m3set5,
test,2,02,m3,set6,02m3set6,
test,5,05,f1,set9,05f1set9,
test,2,02,m2,set8,02m2set8,
test,7,07,f2,set5,07f2set5,
test,7,07,m5,set4,07m5set4,
test,0,00,m3,set4,00m3set4,
test,4,04,f1,set7,04f1set7,
test,3,03,f2,set8,03f2set8,
test,7,07,f2,set6,07f2set6,
test,8,08,m2,set3,08m2set3,
test,5,05,m2,set3,05m2set3,
test,1,01,m3,set3,01m3set3,
test,2,02,f2,set9,02f2set9,
test,7,07,f2,set9,07f2set9,
test,2,02,m3,set1,02m3set1,
test,1,01,m5,set4,01m5set4,
test,0,00,f2,set6,00f2set6,
test,7,07,m2,set5,07m2set5,
test,9,09,m3,set7,09m3set7,
test,1,01,m5,set3,01m5set3,
test,7,07,f1,set3,07f1set3,
test,7,07,f1,set0,07f1set0,
test,7,07,m5,set5,07m5set5,
test,1,01,m3,set7,01m3set7,
test,9,09,f2,set7,09f2set7,
test,2,02,f2,set0,02f2set0,
test,8,08,m3,set1,08m3set1,
test,8,08,m5,set7,08m5set7,
test,2,02,m2,set4,02m2set4,
test,3,03,m2,set2,03m2set2,
test,1,01,m3,set2,01m3set2,
test,9,09,m2,set9,09m2set9,
test,4,04,m2,set0,04m2set0,
test,1,01,m5,set1,01m5set1,
test,7,07,f2,set2,07f2set2,
test,7,07,f2,set1,07f2set1,
test,5,05,m2,set7,05m2set7,
test,2,02,f2,set5,02f2set5,
test,7,07,f1,set6,07f1set6,
test,8,08,m3,set0,08m3set0,
test,1,01,m5,set5,01m5set5,
test,7,07,f1,set2,07f1set2,
test,4,04,m3,set9,04m3set9,
test,3,03,m3,set6,03m3set6,
test,8,08,f2,set3,08f2set3,
test,1,01,m3,set6,01m3set6,
test,6,06,m2,set1,06m2set1,
test,7,07,m2,set7,07m2set7,
test,2,02,m5,set0,02m5set0,
test,7,07,m3,set7,07m3set7,
test,5,05,f2,set4,05f2set4,
test,4,04,m3,set2,04m3set2,
test,7,07,m2,set2,07m2set2,
test,3,03,m3,set1,03m3set1,
test,2,02,m2,set6,02m2set6,
test,5,05,f2,set1,05f2set1,
test,1,01,f1,set6,01f1set6,
test,0,00,f1,set8,00f1set8,
test,3,03,m2,set6,03m2set6,
test,3,03,m5,set8,03m5set8,
test,6,06,f2,set2,06f2set2,
test,8,08,f2,set4,08f2set4,
test,3,03,m3,set4,03m3set4,
test,8,08,m5,set1,08m5set1,
test,1,01,m3,set9,01m3set9,
test,0,00,f1,set5,00f1set5,
test,5,05,m5,set9,05m5set9,
test,3,03,m3,set7,03m3set7,
test,8,08,f2,set8,08f2set8,
test,3,03,m3,set9,03m3set9,
test,5,05,f2,set3,05f2set3,
test,6,06,m2,set3,06m2set3,
test,9,09,m3,set3,09m3set3,
test,7,07,f1,set4,07f1set4,
test,9,09,m5,set3,09m5set3,
test,0,00,m3,set2,00m3set2,
test,6,06,f2,set6,06f2set6,
test,2,02,f2,set8,02f2set8,
test,0,00,m3,set8,00m3set8,
test,9,09,f1,set6,09f1set6,
test,3,03,m5,set5,03m5set5,
test,0,00,m5,set8,00m5set8,
test,5,05,f2,set9,05f2set9,
test,1,01,f1,set7,01f1set7,
test,1,01,m2,set3,01m2set3,
test,0,00,m2,set1,00m2set1,
test,6,06,m2,set0,06m2set0,
test,6,06,f2,set4,06f2set4,
test,8,08,m5,set9,08m5set9,
test,0,00,m2,set6,00m2set6,
test,4,04,f1,set0,04f1set0,
test,0,00,f1,set6,00f1set6,
test,9,09,m5,set0,09m5set0,
test,9,09,f1,set0,09f1set0,
test,8,08,m2,set7,08m2set7,
test,0,00,m5,set7,00m5set7,
test,7,07,m2,set8,07m2set8,
test,8,08,f1,set4,08f1set4,
test,4,04,f2,set7,04f2set7,
test,9,09,m2,set3,09m2set3,
test,9,09,f1,set2,09f1set2,
